Section,Unit,District,Name,Rank,Station,Office 1,Office 2,Mobile 1,Mobile 2,Email
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Savadatti PS, Office",PSI-1 Savadatti PS,Office,222333,,9480804078,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Savadatti PS, Office",PSI-2 Savadatti PS,Office,222333,,9480804126,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Murgod PS, Office",PI Murgod PS,Office,08337-265533,,9480804079,,murgodbgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Murgod PS, Office",PSI Murgod PS,Office,08337-265533,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"M K Hubballi OP, Office",M K Hubballi OP,Office,274233,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Munnoli OP, Office",Munnoli OP,Office,277123,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Yaragatti OP, Office",Yaragatti OP,Office,254233,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Pachapur OP, Office",Pachapur OP,Office,261460,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Hidkal Dam OP, Office",Hidkal Dam OP,Office,263069,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Mugalkhod OP, Office",Mugalkhod OP,Office,252200,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Londa OP, Office",Londa OP,Office,234303,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Konnur OP, Office",Konnur OP,Office,285493,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"AAO, Office",AAO,Office,2405211,,8277967403,,aaobgm@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP INT., Office",DySP INT.,Office,2475702,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DCRB Section, Office",DCRB Section,Office,2405217,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI FPB, Office",PI FPB,Office,—,,9480804010,,
Ranges,Northern Range – Belagavi,Belagavi,"PI DSB, Office",PI DSB,Office,2405225,,9480804130,,
Ranges,Northern Range – Belagavi,Belagavi,"RPI MTO, Office",RPI MTO,Office,2405230,,9480804006,,
Ranges,Northern Range – Belagavi,Belagavi,"RPI Company, Office",RPI Company,Office,2405229,,9480804102,,
Ranges,Northern Range – Belagavi,Belagavi,"Technical Cell, Office",Technical Cell,Office,—,,9480804007,,
Ranges,Northern Range – Belagavi,Belagavi,"DC Belagavi, Office",DC Belagavi,Office,2407200,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Fire Officer Belagavi, Office",Fire Officer Belagavi,Office,2429441,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DC KSRTC, Office",DC KSRTC,Office,2468130,,7760991600,,
Ranges,Northern Range – Belagavi,Belagavi,"SP, Vijayapura",SP,Vijayapura,250152,,RES-250023,,spbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Addl.SP-1, Vijayapura",Addl.SP-1,Vijayapura,250040,,RES-250500,,addlspbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Addl.SP-2, Vijayapura",Addl.SP-2,Vijayapura,222157,,9480804209,,
Ranges,Northern Range – Belagavi,Belagavi,"District C/Room, Office",District C/Room,Office,250751,,250948,,dcbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI (W) C/Room, Office",PI (W) C/Room,Office,250844,,250948,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Vijayapura",DySP,Vijayapura,253100,,9480804220,,spdobijapurbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Women PS, Office",PI Women PS,Office,253555,,9480804270,,womenbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP Cyber Crime, Office",DySP Cyber Crime,Office,240483,,9480804207,,cenpsbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,—,,9480804268,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Gandhi Chowk PS, Office",PI Gandhi Chowk PS,Office,250033,,9480804230,,cpibijapurtownbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Gandhi Chowk PS, Office",PSI-1 Gandhi Chowk PS,Office,—,,,,gandhichowkbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Vijayapura Traffic PS, Office",PI Vijayapura Traffic PS,Office,252600,,9480804246,,trafficbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Golgumbaz Circle, Office",CPI Golgumbaz Circle,Office,250252,,9480804232,,cpigolgumbazbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Golgumbaz PS, Office",PSI Golgumbaz PS,Office,250214,,9480804251,,golgumbazbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Adarsha Nagar PS, Office",PSI-1 Adarsha Nagar PS,Office,263333,,9480804250,,adarshanagarbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 APMC PS, Office",PSI-1 APMC PS,Office,252791,,9480804252,,apmcbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Jalanagara PS, Office",PSI Jalanagara PS,Office,276300,,9480804269,,jalanagarbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Vijayapura Rural",DySP,Vijayapura Rural,—,,9480804223,,sdporuralbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Vijayapura (R) PS, Office",PI Vijayapura (R) PS,Office,250923,,9480804208,,bijapurruralbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Vijayapura (R) PS, Office",PSI Vijayapura (R) PS,Office,250923,,9480804247,,bijapurruralbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Vijayapura Rural Circle, Office",CPI Vijayapura Rural Circle,Office,251217,,9480804231,,cpibijapurruralbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Tikota PS, Office",PSI Tikota PS,Office,231533,,9480804248,,tikotabjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Babaleshwar PS, Office",PSI Babaleshwar PS,Office,08355-283033,,9480804249,,babalesjwarbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Devarhipparagi PS, Office",PSI Devarhipparagi PS,Office,08424-283033,,9480804259,,devarahipparagibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Managuli PS, Office",PSI Managuli PS,Office,08358-240833,,9480804245,,managulibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP Indi, Office",DySP Indi,Office,225022,,9480804222,,sdpoindibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Indi Rural Circle, Office",CPI Indi Rural Circle,Office,225233,,9480804233,,cpiindiabjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Indi Rural PS, Office",PSI-1 Indi Rural PS,Office,225100,,9480804273,,indiruralbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Horti PS, Office",PSI Horti PS,Office,08422-283733,,9480804254,,hortibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Indi (T) PS, Office",PI Indi (T) PS,Office,225333,,9480804253,,indibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Indi (T) PS, Office",PSI Indi (T) PS,Office,225333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Chadachan Circle, Office",CPI Chadachan Circle,Office,278935,,9480804234,,cpichadachanbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Chadachan PS, Office",PSI Chadachan PS,Office,278013,,9480804255,,chadachanbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Zalaki PS, Office",PSI Zalaki PS,Office,282233,,9480804256,,zalakibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Sindagi Circle, Office",CPI Sindagi Circle,Office,222333,,9480804235,,cpisindagibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Sindagi PS, Office",PSI Sindagi PS,Office,221333,,9480804257,,sindagibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Almel PS, Office",PSI Almel PS,Office,08488-232033,,9480804258,,almelbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kalakeri PS, Office",PSI Kalakeri PS,Office,08424-273233,,9480804260,,kalkeribjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP B. Bagewadi, Office",DySP B. Bagewadi,Office,245233,,9480804221,,sdpobagewadibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Nidagundi Circle, Office",CPI Nidagundi Circle,Office,245244,,9480804236,,cpinidagundibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Nidagundi PS, Office",PSI-1 Nidagundi PS,Office,281434,,9480804263,,nidagundibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kolhar PS, Office",PSI Kolhar PS,Office,283013,,9480804267,,kolharbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Alamatti PS, Office",PSI Alamatti PS,Office,281103,,9480804272,,alamattibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kudagi PS, Office",PSI Kudagi PS,Office,280133,,9480804271,,kudagintpbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Basavan Bagewadi PS, Office",PI Basavan Bagewadi PS,Office,08358-245333,,9480804261,,bagewadibjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Basavan Bagewadi PS, Office",PSI Basavan Bagewadi PS,Office,245333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Muddebihal Circle, Office",CPI Muddebihal Circle,Office,220332,,9480804237,,cpimuddebihalbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Muddebihal PS, Office",PSI-1 Muddebihal PS,Office,220333,,9480804264,,muddebihalbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Talikot PS, Office",PSI-1 Talikot PS,Office,266333,,9480804265,,talokotbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"AAO, Office",AAO,Office,255761,,8277967403,,aaobjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Supdt of Central Prisons, Office",Supdt of Central Prisons,Office,272044,,9480806487,,cpvpr.prosons-kar@gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP DCRE, Office",DySP DCRE,Office,241333,,9480806118,,dspdcrebjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP INT, Office",DySP INT,Office,265656,,9449878606,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP DAR, Office",DySP DAR,Office,250287,,9480804206,,dyspdarbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP ISD, Office",DySP ISD,Office,—,,9480800629,,
Ranges,Northern Range – Belagavi,Belagavi,"PI DSB, Office",PI DSB,Office,250022,,240808,,pidsbbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI FPB Unit, Office",PI FPB Unit,Office,—,,9480804210,,fpubjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"RPI MTO, Office",RPI MTO,Office,250287,,9480804262,,darbjp@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI KPTCL, Office",PI KPTCL,Office,277333,,9448070799,,
Ranges,Northern Range – Belagavi,Belagavi,"Home Guard, Office",Home Guard,Office,265829,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"District Prison, Office",District Prison,Office,272044,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Railway PS, Office",Railway PS,Office,250883,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"SP, Bagalakote",SP,Bagalakote,08354-235077,,RES-235078,,spbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Addl. SP-1, Bagalakote",Addl. SP-1,Bagalakote,235254,,9480803902,,addlspbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Addl. SP-2, Bagalakote",Addl. SP-2,Bagalakote,—,,9480803909,,
Ranges,Northern Range – Belagavi,Belagavi,"District C/Room, Office",District C/Room,Office,235079,,235279,,dcbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI (W), Office",PI (W),Office,235279,,9480800951,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP Bagalkote, Office",DySP Bagalkote,Office,220423,,9480803920,,sdpobgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Women PS, Office",PI Women PS,Office,235233,,—,,womenpsbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,236133,,9480803908,,cenpsbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Bagalkot Town PS, Office",PI Bagalkot Town PS,Office,220333,,9480803945,,bgktownbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Bagalkot Town PS, Office",PSI-1 Bagalkot Town PS,Office,220333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Bagalkot Town PS, Office",PSI-2 Bagalkot Town PS,Office,220333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Bilagi PS, Office",PI Bilagi PS,Office,08425-275233,,9480803963,,bilagibgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Bilagi PS, Office",PSI Bilagi PS,Office,08425-275233,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Navanagara Circle, Office",CPI Navanagara Circle,Office,235333,,9480803930,,cpibgktownbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Bagalkot Traffic PS, Office",PSI-1 Bagalkot Traffic PS,Office,235033,,9480803946,,bgktrafficbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Bagalkot Traffic PS, Office",PSI-2 Bagalkot Traffic PS,Office,235033,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Navanagar PS, Office",PSI-1 Navanagar PS,Office,235323,,9480803964,,navnagarbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Navanagar PS, Office",PSI-2 Navanagar PS,Office,235323,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Bagalkot Rural Circle, Office",CPI Bagalkot Rural Circle,Office,220233,,9480803931,,cpibgkruralbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Bagalkot Rural PS, Office",PSI Bagalkot Rural PS,Office,220460,,9480803947,,bgkruralbgkbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kaladagi PS, Office",PSI Kaladagi PS,Office,240133,,9480803948,,kalagdibgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Hunagund",DySP,Hunagund,—,,9480803910,,sdpohungundbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Hunagund Circle, Office",CPI Hunagund Circle,Office,260333,,9480803933,,cpihinagundbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Hunagund PS, Office",PSI Hunagund PS,Office,260333,,9480803952,,hunagundbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Amingad PS, Office",PSI Amingad PS,Office,280133,,9480803953,,aminagadbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Ilkal [T] PS, Office",PSI-1 Ilkal [T] PS,Office,270333,,9480803954,,ilkalbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Ilkal [T] PS, Office",PSI-2 Ilkal [T] PS,Office,270333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Ilkal Rural PS, Office",PSI Ilkal Rural PS,Office,272333,,—,,ilkalruralbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Badami Circle, Office",CPI Badami Circle,Office,220033,,9480803932,,cpibadamibgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Badami PS, Office",PSI-1 Badami PS,Office,220133,,9480803949,,badamibgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Badami PS, Office",PSI-2 Badami PS,Office,220133,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kerur PS, Office",PSI Kerur PS,Office,230033,,9480803950,,kerurbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Guledgudda PS, Office",PSI-1 Guledgudda PS,Office,250333,,9480803951,,guledgudbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Guledgudda PS, Office",PSI-2 Guledgudda PS,Office,250333,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP Jamakhandi, Office",DySP Jamakhandi,Office,220114,,9480803921,,sdpojkbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Jamakhandi Circle, Office",CPI Jamakhandi Circle,Office,220138,,9480803934,,cpijamakhandibgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Jamakhandi [T] PS, Office",PSI-1 Jamakhandi [T] PS,Office,220033,,9480803955,,jktownbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Jamakhandi [T] PS, Office",PSI-2 Jamakhandi [T] PS,Office,220033,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Jamakhandi Rural PS, Office",PSI Jamakhandi Rural PS,Office,220623,,9480803956,,jkruralbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Savalagi PS, Office",PSI Savalagi PS,Office,250033,,9480803957,,savalagibgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Banahatti Circle, Office",CPI Banahatti Circle,Office,230233,,9480803935,,cpibanahattibgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Banahatti PS, Office",PSI-1 Banahatti PS,Office,230292,,9480803958,,banahattibgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Banahatti PS, Office",PSI-2 Banahatti PS,Office,230292,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Terdal PS, Office",PSI Terdal PS,Office,255133,,9480803959,,terdalbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Mahalingapur PS, Office",PSI-1 Mahalingapur PS,Office,08350-270033,,9480803961,,mahalingpurbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Mahalingapur PS, Office",PSI-2 Mahalingapur PS,Office,08350-270033,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Mudhol Circle, Office",CPI Mudhol Circle,Office,280103,,9480803936,,cpimudholbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Mudhol PS, Office",PSI-1 Mudhol PS,Office,280133,,9480803960,,mudholbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Mudhol PS, Office",PSI-2 Mudhol PS,Office,280133,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI Lokapur PS, Office",PSI Lokapur PS,Office,243033,,9480803962,,lokapurbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"AAO, Office",AAO,Office,235076,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP DCRB, Office",DySP DCRB,Office,235024,,—,,dcrbbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP DCRE, Office",DySP DCRE,Office,295768,,9480806119,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP INT, Office",DySP INT,Office,220641,,9449878601,,
Ranges,Northern Range – Belagavi,Belagavi,"PI DCRE, Office",PI DCRE,Office,233868,,9480806144,,
Ranges,Northern Range – Belagavi,Belagavi,"PI KLA, Office",PI KLA,Office,236170,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI KPTCL, Office",PI KPTCL,Office,234011,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI DSB, Office",PI DSB,Office,235076,,9480803907,,dsbbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI FPB, Office",PI FPB,Office,—,,,,fpubgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP DAR, Office",DySP DAR,Office,235083,,9480803906,,darbgk@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"RPI DAR, Office",RPI DAR,Office,235083,,9480803937,,
Ranges,Northern Range – Belagavi,Belagavi,"HESCOM, Office",HESCOM,Office,234011,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Jail, Office",Jail,Office,235255,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Home Guard, Office",Home Guard,Office,235052,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DC, Office",DC,Office,235091,,235096,,
Ranges,Northern Range – Belagavi,Belagavi,"CEO ZP, Office",CEO ZP,Office,235576,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"RTO, Office",RTO,Office,235275,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"KPTCL, Office",KPTCL,Office,233032,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Forest Office, Office",Forest Office,Office,235632,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Fire Office, Office",Fire Office,Office,236101,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Women & Child Helpline, Office",Women & Child Helpline,Office,235708,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Elder Helpline, Office",Elder Helpline,Office,235414,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"KSRTC, Office",KSRTC,Office,235389,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Govt. Hospital, Office",Govt. Hospital,Office,236260,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DHO, Office",DHO,Office,235379,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Social Welfare Officer, Office",Social Welfare Officer,Office,235526,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Almatti Dam, Office",Almatti Dam,Office,08426-281063,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"Railway Station, Office",Railway Station,Office,220422,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"KSRTC Depo, Office",KSRTC Depo,Office,220480,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"SP, Dharwad",SP,Dharwad,0836-2233200,,RES-2233300,,spdwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"Addl. SP, Dharwad",Addl. SP,Dharwad,0836-2233203,,RES-2233303,,
Ranges,Northern Range – Belagavi,Belagavi,"District C/Room, Office",District C/Room,Office,2233201,,2446306,,dcdwr@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI (W), Office",PI (W),Office,2233206,,RES-2233306,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP, Dharwad Rural",DySP,Dharwad Rural,2233202,,9480804320,,sdpodwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Women PS, Office",PI Women PS,Office,2233301,,8277968301,,womenpsdwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Cyber Crime PS, Office",PI Cyber Crime PS,Office,2444969,,9480804308,,cenpsdwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Dharwad Rural, Office",PI Dharwad Rural,Office,2233215,,9480804345,,dharwadruraldwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Dharwad Rural PS, Office",PSI-1 Dharwad Rural PS,Office,2233215,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Dharwad Rural PS, Office",PSI-2 Dharwad Rural PS,Office,2233215,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Garag Circle, Office",CPI Garag Circle,Office,2233213,,9480804330,,cpiruraldwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Garag PS, Office",PSI Garag PS,Office,2233217,,2787833,,garagdwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Alnavar PS, Office",PSI Alnavar PS,Office,2233216,,9480804346,,alnavardwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"CPI Navalagund Circle, Office",CPI Navalagund Circle,Office,229333,,9480804331,,cpinavalgunddwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Navalagund PS, Office",PSI Navalagund PS,Office,229233,,9480804348,,navalagunddwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-1 Annigeri PS, Office",PSI-1 Annigeri PS,Office,222733,,9480804349,,annigeridwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI-2 Annigeri PS, Office",PSI-2 Annigeri PS,Office,222733,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"PI Hubballi Rural PS, Office",PI Hubballi Rural PS,Office,2233214,,9480804350,,hubliruraldwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Hubballi Rural PS, Office",PSI Hubballi Rural PS,Office,2233214,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"CPI Kundagol Circle, Office",CPI Kundagol Circle,Office,290343,,9480804352,,kundagoldwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kundagol PS, Office",PSI Kundagol PS,Office,290343,,—,,kundagoldwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Gudageri PS, Office",PSI Gudageri PS,Office,262100,,—,,gudageridwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI Kalagatagi, Office",PI Kalagatagi,Office,284511,,9480804351,,kalaghatagidwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PSI Kalagatagi, Office",PSI Kalagatagi,Office,284511,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"OP Mishrikoti, Office",OP Mishrikoti,Office,283633,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"AAO Dharwad, Office",AAO Dharwad,Office,2233205,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP KLA, Office",DySP KLA,Office,2793999,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP DCRB, Office",DySP DCRB,Office,2233203,,9480804309,,dcrbdwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"DySP DAR, Office",DySP DAR,Office,2233204,,9480804306,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP CID, Office",DySP CID,Office,0836-2778334,,9480800624,,
Ranges,Northern Range – Belagavi,Belagavi,"DySP ISD, Office",DySP ISD,Office,0836-2774934,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"RPI DAR, Office",RPI DAR,Office,2233204,,—,,
Ranges,Northern Range – Belagavi,Belagavi,"RPI MTO, Office",RPI MTO,Office,2233204,,—,,mtodardwd@ksp.gov.in
Ranges,Northern Range – Belagavi,Belagavi,"PI DSB, Office",PI DSB,Office,2233207,,9480804307,,
